,tau,kappa,beta,sigma,delta_t,avg_reward
2647,50.0,10.0,0.0,10.0,3.0,11.302640803892576
2648,50.0,10.0,0.0,10.0,4.0,10.301298137962862
2649,50.0,10.0,0.0,10.0,5.0,11.850389003158323
2650,50.0,10.0,0.0025,0.5,1.0,6.987457759031001
2651,50.0,10.0,0.0025,0.5,2.0,9.042341021431511
2652,50.0,10.0,0.0025,0.5,3.0,3.97008276258275
2653,50.0,10.0,0.0025,0.5,4.0,4.3452723979241785
2654,50.0,10.0,0.0025,0.5,5.0,4.695236210889616
2655,50.0,10.0,0.0025,2.875,1.0,6.707270272990138
2656,50.0,10.0,0.0025,2.875,2.0,7.145252858404133
2657,50.0,10.0,0.0025,2.875,3.0,7.582690101570361
2658,50.0,10.0,0.0025,2.875,4.0,5.541109975876461
2659,50.0,10.0,0.0025,2.875,5.0,9.902870862397847
2660,50.0,10.0,0.0025,5.25,1.0,13.83843017589047
2661,50.0,10.0,0.0025,5.25,2.0,13.385390975974744
2662,50.0,10.0,0.0025,5.25,3.0,18.79940041931565
2663,50.0,10.0,0.0025,5.25,4.0,9.587656897639718
2664,50.0,10.0,0.0025,5.25,5.0,7.8063071335737915
2665,50.0,10.0,0.0025,7.625,1.0,10.921734582928432
2666,50.0,10.0,0.0025,7.625,2.0,11.90049501082134
2667,50.0,10.0,0.0025,7.625,3.0,8.734747330942598
2668,50.0,10.0,0.0025,7.625,4.0,7.354287925892949
2669,50.0,10.0,0.0025,7.625,5.0,13.03395094784571
2670,50.0,10.0,0.0025,10.0,1.0,15.750148243029411
2671,50.0,10.0,0.0025,10.0,2.0,12.239486794702845
2672,50.0,10.0,0.0025,10.0,3.0,18.594747937356416
2673,50.0,10.0,0.0025,10.0,4.0,6.044044016323257
2674,50.0,10.0,0.0025,10.0,5.0,12.56917683484816
2675,50.0,10.0,0.005,0.5,1.0,5.207095092668342
2676,50.0,10.0,0.005,0.5,2.0,7.393185285420634
2677,50.0,10.0,0.005,0.5,3.0,4.2764214832268355
2678,50.0,10.0,0.005,0.5,4.0,3.2268148862227606
2679,50.0,10.0,0.005,0.5,5.0,3.703868822439675
2680,50.0,10.0,0.005,2.875,1.0,15.574324904582834
2681,50.0,10.0,0.005,2.875,2.0,27.884719408507216
2682,50.0,10.0,0.005,2.875,3.0,9.015795993781792
2683,50.0,10.0,0.005,2.875,4.0,8.323087308125924
2684,50.0,10.0,0.005,2.875,5.0,10.148765399213794
2685,50.0,10.0,0.005,5.25,1.0,10.184269726013202
2686,50.0,10.0,0.005,5.25,2.0,9.151753854630089
2687,50.0,10.0,0.005,5.25,3.0,21.6652584790688
2688,50.0,10.0,0.005,5.25,4.0,10.874197541450252
2689,50.0,10.0,0.005,5.25,5.0,8.255521261291223
2690,50.0,10.0,0.005,7.625,1.0,5.925735400722679
2691,50.0,10.0,0.005,7.625,2.0,11.644096719178352
2692,50.0,10.0,0.005,7.625,3.0,10.364686184694657
2693,50.0,10.0,0.005,7.625,4.0,13.486201471280348
2694,50.0,10.0,0.005,7.625,5.0,10.820817980671633
2695,50.0,10.0,0.005,10.0,1.0,12.621488861081577
2696,50.0,10.0,0.005,10.0,2.0,12.667084645155665
2697,50.0,10.0,0.005,10.0,3.0,7.498934139252009
2698,50.0,10.0,0.005,10.0,4.0,17.98974375545574
2699,50.0,10.0,0.005,10.0,5.0,9.4061488713894
2700,50.0,10.0,0.0075,0.5,1.0,6.536050918167928
2701,50.0,10.0,0.0075,0.5,2.0,8.998007879114157
2702,50.0,10.0,0.0075,0.5,3.0,3.891859955067315
2703,50.0,10.0,0.0075,0.5,4.0,3.719473528499214
2704,50.0,10.0,0.0075,0.5,5.0,3.5601623630025374
2705,50.0,10.0,0.0075,2.875,1.0,12.54828167397552
2706,50.0,10.0,0.0075,2.875,2.0,8.798313580682153
2707,50.0,10.0,0.0075,2.875,3.0,7.134728789122159
2708,50.0,10.0,0.0075,2.875,4.0,8.344034531860885
2709,50.0,10.0,0.0075,2.875,5.0,8.620261687541893
2710,50.0,10.0,0.0075,5.25,1.0,16.457361363991225
2711,50.0,10.0,0.0075,5.25,2.0,5.183118096004754
2712,50.0,10.0,0.0075,5.25,3.0,8.367561605683461
2713,50.0,10.0,0.0075,5.25,4.0,7.192917095533559
2714,50.0,10.0,0.0075,5.25,5.0,10.686800834300433
2715,50.0,10.0,0.0075,7.625,1.0,21.667732118351392
2716,50.0,10.0,0.0075,7.625,2.0,12.033529513620437
2717,50.0,10.0,0.0075,7.625,3.0,17.264680933659
2718,50.0,10.0,0.0075,7.625,4.0,11.0665998589044
2719,50.0,10.0,0.0075,7.625,5.0,9.629269818375803
2720,50.0,10.0,0.0075,10.0,1.0,7.071566547677574
2721,50.0,10.0,0.0075,10.0,2.0,11.79955789278058
2722,50.0,10.0,0.0075,10.0,3.0,12.243348139833838
2723,50.0,10.0,0.0075,10.0,4.0,8.778617490835845
2724,50.0,10.0,0.0075,10.0,5.0,12.218925553641016
2725,50.0,10.0,0.01,0.5,1.0,6.608718510930478
2726,50.0,10.0,0.01,0.5,2.0,9.278189170780571
2727,50.0,10.0,0.01,0.5,3.0,6.720102707891026
2728,50.0,10.0,0.01,0.5,4.0,3.2393855766727357
2729,50.0,10.0,0.01,0.5,5.0,3.3975106809782054
2730,50.0,10.0,0.01,2.875,1.0,16.447560003390382
2731,50.0,10.0,0.01,2.875,2.0,8.028822507628194
2732,50.0,10.0,0.01,2.875,3.0,4.03375127692186
2733,50.0,10.0,0.01,2.875,4.0,6.340902279527256
2734,50.0,10.0,0.01,2.875,5.0,10.860802779694852
2735,50.0,10.0,0.01,5.25,1.0,11.379941826222112
2736,50.0,10.0,0.01,5.25,2.0,11.623434843525848
2737,50.0,10.0,0.01,5.25,3.0,13.766037950677504
2738,50.0,10.0,0.01,5.25,4.0,10.404130400271072
2739,50.0,10.0,0.01,5.25,5.0,9.15112111992761
2740,50.0,10.0,0.01,7.625,1.0,6.76236678739984
2741,50.0,10.0,0.01,7.625,2.0,12.45118668954385
2742,50.0,10.0,0.01,7.625,3.0,7.216803866925966
2743,50.0,10.0,0.01,7.625,4.0,13.029913688190982
2744,50.0,10.0,0.01,7.625,5.0,8.40946817047335
2745,50.0,10.0,0.01,10.0,1.0,9.926734968180147
2746,50.0,10.0,0.01,10.0,2.0,10.163893029582013
2747,50.0,10.0,0.01,10.0,3.0,14.921613894931307
2748,50.0,10.0,0.01,10.0,4.0,7.471950635340859
2749,50.0,10.0,0.01,10.0,5.0,10.342643371862088
2750,50.0,100.0,0.0,0.5,1.0,7.804427206837919
2751,50.0,100.0,0.0,0.5,2.0,6.229232077030417
2752,50.0,100.0,0.0,0.5,3.0,6.82208646879142
2753,50.0,100.0,0.0,0.5,4.0,5.482541125833544
2754,50.0,100.0,0.0,0.5,5.0,4.874764087594335
2755,50.0,100.0,0.0,2.875,1.0,12.000580369171171
2756,50.0,100.0,0.0,2.875,2.0,8.07915631538437
2757,50.0,100.0,0.0,2.875,3.0,10.87703242459161
2758,50.0,100.0,0.0,2.875,4.0,6.891442051410228
2759,50.0,100.0,0.0,2.875,5.0,11.332559794787567
2760,50.0,100.0,0.0,5.25,1.0,9.545467125170987
2761,50.0,100.0,0.0,5.25,2.0,7.781201222399213
2762,50.0,100.0,0.0,5.25,3.0,10.906006658656205
2763,50.0,100.0,0.0,5.25,4.0,8.846462613067017
2764,50.0,100.0,0.0,5.25,5.0,9.59307516545489
2765,50.0,100.0,0.0,7.625,1.0,13.699987056571175
2766,50.0,100.0,0.0,7.625,2.0,12.210997659273094
2767,50.0,100.0,0.0,7.625,3.0,3.580096866440703
2768,50.0,100.0,0.0,7.625,4.0,12.746879821955824
2769,50.0,100.0,0.0,7.625,5.0,12.000111578627068
2770,50.0,100.0,0.0,10.0,1.0,13.107313465143672
2771,50.0,100.0,0.0,10.0,2.0,12.65283369243318
2772,50.0,100.0,0.0,10.0,3.0,8.009639412127852
2773,50.0,100.0,0.0,10.0,4.0,7.141220888531976
2774,50.0,100.0,0.0,10.0,5.0,13.233664290251692
2775,50.0,100.0,0.0025,0.5,1.0,4.395574869872659
2776,50.0,100.0,0.0025,0.5,2.0,7.632338807080364
2777,50.0,100.0,0.0025,0.5,3.0,6.426000236739074
2778,50.0,100.0,0.0025,0.5,4.0,7.00260473697747
2779,50.0,100.0,0.0025,0.5,5.0,6.032884922008383
2780,50.0,100.0,0.0025,2.875,1.0,7.544958373144743
2781,50.0,100.0,0.0025,2.875,2.0,18.534678484367344
2782,50.0,100.0,0.0025,2.875,3.0,12.413657822214912
2783,50.0,100.0,0.0025,2.875,4.0,8.213441525495787
2784,50.0,100.0,0.0025,2.875,5.0,8.44189146765024
2785,50.0,100.0,0.0025,5.25,1.0,8.177665989926865
2786,50.0,100.0,0.0025,5.25,2.0,10.941440473250633
2787,50.0,100.0,0.0025,5.25,3.0,9.372000766358145
2788,50.0,100.0,0.0025,5.25,4.0,14.205711608295886
2789,50.0,100.0,0.0025,5.25,5.0,8.416904431498462
2790,50.0,100.0,0.0025,7.625,1.0,24.496236860568267
2791,50.0,100.0,0.0025,7.625,2.0,7.451674188789006
2792,50.0,100.0,0.0025,7.625,3.0,7.13773691728646
2793,50.0,100.0,0.0025,7.625,4.0,11.694912339421467
2794,50.0,100.0,0.0025,7.625,5.0,11.012281904636202
2795,50.0,100.0,0.0025,10.0,1.0,12.534143734287147
2796,50.0,100.0,0.0025,10.0,2.0,12.590048247538764
2797,50.0,100.0,0.0025,10.0,3.0,13.050712410074274
2798,50.0,100.0,0.0025,10.0,4.0,12.123164718486851
2799,50.0,100.0,0.0025,10.0,5.0,11.985483541710742
2800,50.0,100.0,0.005,0.5,1.0,5.919527718059866
2801,50.0,100.0,0.005,0.5,2.0,6.99016441506171
2802,50.0,100.0,0.005,0.5,3.0,6.350470970498413
2803,50.0,100.0,0.005,0.5,4.0,5.584072422673753
2804,50.0,100.0,0.005,0.5,5.0,4.0650903715130315
2805,50.0,100.0,0.005,2.875,1.0,14.132648992219291
2806,50.0,100.0,0.005,2.875,2.0,6.208951827997211
2807,50.0,100.0,0.005,2.875,3.0,10.082301167247817
2808,50.0,100.0,0.005,2.875,4.0,11.97356656601815
2809,50.0,100.0,0.005,2.875,5.0,7.794327244056303
2810,50.0,100.0,0.005,5.25,1.0,21.257756789313074
2811,50.0,100.0,0.005,5.25,2.0,8.351438160791151
2812,50.0,100.0,0.005,5.25,3.0,9.272680448174953
2813,50.0,100.0,0.005,5.25,4.0,11.793455849986895
2814,50.0,100.0,0.005,5.25,5.0,7.2277413845936795
2815,50.0,100.0,0.005,7.625,1.0,11.686930654125893
2816,50.0,100.0,0.005,7.625,2.0,11.028533101468913
2817,50.0,100.0,0.005,7.625,3.0,6.322293059772555
2818,50.0,100.0,0.005,7.625,4.0,6.742514119426623
2819,50.0,100.0,0.005,7.625,5.0,18.92941259447489
2820,50.0,100.0,0.005,10.0,1.0,17.602514939288657
2821,50.0,100.0,0.005,10.0,2.0,12.086874036325124
2822,50.0,100.0,0.005,10.0,3.0,11.885326889295632
2823,50.0,100.0,0.005,10.0,4.0,10.770203923572202
2824,50.0,100.0,0.005,10.0,5.0,6.525963996327036
2825,50.0,100.0,0.0075,0.5,1.0,4.36468475328945
2826,50.0,100.0,0.0075,0.5,2.0,9.088569708982947
2827,50.0,100.0,0.0075,0.5,3.0,5.9608671208821615
2828,50.0,100.0,0.0075,0.5,4.0,6.497071456049424
2829,50.0,100.0,0.0075,0.5,5.0,5.285251496656867
2830,50.0,100.0,0.0075,2.875,1.0,6.205492423513064
2831,50.0,100.0,0.0075,2.875,2.0,7.411592336957955
2832,50.0,100.0,0.0075,2.875,3.0,14.803356472859448
2833,50.0,100.0,0.0075,2.875,4.0,11.98454712166416
2834,50.0,100.0,0.0075,2.875,5.0,9.824251626916663
2835,50.0,100.0,0.0075,5.25,1.0,12.69869386596153
2836,50.0,100.0,0.0075,5.25,2.0,8.801756922607769
2837,50.0,100.0,0.0075,5.25,3.0,8.893013340916545
2838,50.0,100.0,0.0075,5.25,4.0,10.466715406913488
2839,50.0,100.0,0.0075,5.25,5.0,12.587335860043527
2840,50.0,100.0,0.0075,7.625,1.0,14.689802695854166
2841,50.0,100.0,0.0075,7.625,2.0,13.751676105237948
2842,50.0,100.0,0.0075,7.625,3.0,9.884420041115106
2843,50.0,100.0,0.0075,7.625,4.0,11.836647250588658
2844,50.0,100.0,0.0075,7.625,5.0,7.4843938785088415
2845,50.0,100.0,0.0075,10.0,1.0,10.345813186266659
2846,50.0,100.0,0.0075,10.0,2.0,11.6244994234271
2847,50.0,100.0,0.0075,10.0,3.0,8.863184621567063
2848,50.0,100.0,0.0075,10.0,4.0,12.405284070686765
2849,50.0,100.0,0.0075,10.0,5.0,9.19153850940345
2850,50.0,100.0,0.01,0.5,1.0,7.967613210998283
2851,50.0,100.0,0.01,0.5,2.0,5.233345789319373
2852,50.0,100.0,0.01,0.5,3.0,5.091111024532485
2853,50.0,100.0,0.01,0.5,4.0,5.782038589285646
2854,50.0,100.0,0.01,0.5,5.0,4.745774768758238
2855,50.0,100.0,0.01,2.875,1.0,18.97865174846185
2856,50.0,100.0,0.01,2.875,2.0,10.68482674091027
2857,50.0,100.0,0.01,2.875,3.0,10.958297716938871
2858,50.0,100.0,0.01,2.875,4.0,6.398588773281706
2859,50.0,100.0,0.01,2.875,5.0,9.715360541426303
2860,50.0,100.0,0.01,5.25,1.0,12.877749716935417
2861,50.0,100.0,0.01,5.25,2.0,9.465300820484728
2862,50.0,100.0,0.01,5.25,3.0,8.48415070395041
2863,50.0,100.0,0.01,5.25,4.0,9.71984635326516
2864,50.0,100.0,0.01,5.25,5.0,8.394371566297249
2865,50.0,100.0,0.01,7.625,1.0,10.226876204872944
2866,50.0,100.0,0.01,7.625,2.0,8.1880549595014
2867,50.0,100.0,0.01,7.625,3.0,8.490434383579947
2868,50.0,100.0,0.01,7.625,4.0,5.630979394674466
2869,50.0,100.0,0.01,7.625,5.0,11.370862919103388
2870,50.0,100.0,0.01,10.0,1.0,9.782195425196544
2871,50.0,100.0,0.01,10.0,2.0,22.785244145501288
2872,50.0,100.0,0.01,10.0,3.0,6.666528064170389
2873,50.0,100.0,0.01,10.0,4.0,15.168749082133832
2874,50.0,100.0,0.01,10.0,5.0,11.477253371126684
2875,50.0,1000.0,0.0,0.5,1.0,9.956585051450212
2876,50.0,1000.0,0.0,0.5,2.0,7.057417344368693
2877,50.0,1000.0,0.0,0.5,3.0,4.565855669070521
2878,50.0,1000.0,0.0,0.5,4.0,4.5160268897340465
2879,50.0,1000.0,0.0,0.5,5.0,5.613062836575052
2880,50.0,1000.0,0.0,2.875,1.0,5.383445041339849
2881,50.0,1000.0,0.0,2.875,2.0,10.366587722427305
2882,50.0,1000.0,0.0,2.875,3.0,11.415422139059869
2883,50.0,1000.0,0.0,2.875,4.0,9.970045279749172
2884,50.0,1000.0,0.0,2.875,5.0,11.359039917069651
2885,50.0,1000.0,0.0,5.25,1.0,16.365489028181106
2886,50.0,1000.0,0.0,5.25,2.0,7.697500296131271
2887,50.0,1000.0,0.0,5.25,3.0,7.215221376289556
2888,50.0,1000.0,0.0,5.25,4.0,10.101282082281939
2889,50.0,1000.0,0.0,5.25,5.0,8.369155164684566
2890,50.0,1000.0,0.0,7.625,1.0,8.392448018470258
2891,50.0,1000.0,0.0,7.625,2.0,9.274531730725084
2892,50.0,1000.0,0.0,7.625,3.0,12.13845408691449
2893,50.0,1000.0,0.0,7.625,4.0,6.692598017698208
2894,50.0,1000.0,0.0,7.625,5.0,10.56161772686728
2895,50.0,1000.0,0.0,10.0,1.0,14.7563836603603
2896,50.0,1000.0,0.0,10.0,2.0,9.639236475762178
2897,50.0,1000.0,0.0,10.0,3.0,10.10854677511047
2898,50.0,1000.0,0.0,10.0,4.0,9.085024349481158
2899,50.0,1000.0,0.0,10.0,5.0,18.41803393975625
2900,50.0,1000.0,0.0025,0.5,1.0,8.920095630975926
2901,50.0,1000.0,0.0025,0.5,2.0,6.133633870168227
2902,50.0,1000.0,0.0025,0.5,3.0,4.56965608389669
2903,50.0,1000.0,0.0025,0.5,4.0,5.501564330106519
2904,50.0,1000.0,0.0025,0.5,5.0,3.678040452104194
2905,50.0,1000.0,0.0025,2.875,1.0,13.337675727418736
2906,50.0,1000.0,0.0025,2.875,2.0,10.416849559146462
2907,50.0,1000.0,0.0025,2.875,3.0,8.595275872372337
2908,50.0,1000.0,0.0025,2.875,4.0,11.701129471744586
2909,50.0,1000.0,0.0025,2.875,5.0,10.423813054298567
2910,50.0,1000.0,0.0025,5.25,1.0,10.54531718662223
2911,50.0,1000.0,0.0025,5.25,2.0,9.936096620300557
2912,50.0,1000.0,0.0025,5.25,3.0,8.97082738928415
2913,50.0,1000.0,0.0025,5.25,4.0,12.700753944483541
2914,50.0,1000.0,0.0025,5.25,5.0,11.245220171755648
2915,50.0,1000.0,0.0025,7.625,1.0,16.232649721275443
2916,50.0,1000.0,0.0025,7.625,2.0,9.218290250056322
2917,50.0,1000.0,0.0025,7.625,3.0,7.844006229423888
2918,50.0,1000.0,0.0025,7.625,4.0,16.531163831373394
2919,50.0,1000.0,0.0025,7.625,5.0,6.4252678821468905
2920,50.0,1000.0,0.0025,10.0,1.0,10.487040908194341
2921,50.0,1000.0,0.0025,10.0,2.0,8.731941889326515
2922,50.0,1000.0,0.0025,10.0,3.0,8.566370206713446
2923,50.0,1000.0,0.0025,10.0,4.0,13.104850710759498
2924,50.0,1000.0,0.0025,10.0,5.0,14.392028997567042
2925,50.0,1000.0,0.005,0.5,1.0,6.7224977452961285
2926,50.0,1000.0,0.005,0.5,2.0,8.299371839696885
2927,50.0,1000.0,0.005,0.5,3.0,6.851280893085965
2928,50.0,1000.0,0.005,0.5,4.0,4.45043565825883
2929,50.0,1000.0,0.005,0.5,5.0,4.079708380325007
2930,50.0,1000.0,0.005,2.875,1.0,16.396604447659335
2931,50.0,1000.0,0.005,2.875,2.0,9.496673854483813
2932,50.0,1000.0,0.005,2.875,3.0,10.9895637942202
2933,50.0,1000.0,0.005,2.875,4.0,9.379454578964536
2934,50.0,1000.0,0.005,2.875,5.0,10.673699567482707
2935,50.0,1000.0,0.005,5.25,1.0,11.733688160720867
2936,50.0,1000.0,0.005,5.25,2.0,6.742638300885654
2937,50.0,1000.0,0.005,5.25,3.0,10.824106939334738
2938,50.0,1000.0,0.005,5.25,4.0,11.317768731801902
2939,50.0,1000.0,0.005,5.25,5.0,9.537673172662473
2940,50.0,1000.0,0.005,7.625,1.0,14.309249961885232
2941,50.0,1000.0,0.005,7.625,2.0,6.087284115910165
2942,50.0,1000.0,0.005,7.625,3.0,12.516742599505967
2943,50.0,1000.0,0.005,7.625,4.0,16.30364646014677
2944,50.0,1000.0,0.005,7.625,5.0,10.870251452024387
2945,50.0,1000.0,0.005,10.0,1.0,7.929606689637718
2946,50.0,1000.0,0.005,10.0,2.0,10.291952172139208
2947,50.0,1000.0,0.005,10.0,3.0,6.002803745093619
2948,50.0,1000.0,0.005,10.0,4.0,9.105553541263808
2949,50.0,1000.0,0.005,10.0,5.0,10.570421178581544
2950,50.0,1000.0,0.0075,0.5,1.0,8.199826334508238
2951,50.0,1000.0,0.0075,0.5,2.0,7.2362130008835575
2952,50.0,1000.0,0.0075,0.5,3.0,5.721446497834767
2953,50.0,1000.0,0.0075,0.5,4.0,7.189651386015251
2954,50.0,1000.0,0.0075,0.5,5.0,5.357439265010422
2955,50.0,1000.0,0.0075,2.875,1.0,9.324701266046645
2956,50.0,1000.0,0.0075,2.875,2.0,11.595308452391304
2957,50.0,1000.0,0.0075,2.875,3.0,11.007782830365517
2958,50.0,1000.0,0.0075,2.875,4.0,9.892507719667162
2959,50.0,1000.0,0.0075,2.875,5.0,8.238121615941898
2960,50.0,1000.0,0.0075,5.25,1.0,18.67274430142549
2961,50.0,1000.0,0.0075,5.25,2.0,15.429638072188203
2962,50.0,1000.0,0.0075,5.25,3.0,13.365064742385723
2963,50.0,1000.0,0.0075,5.25,4.0,7.99960896448525
2964,50.0,1000.0,0.0075,5.25,5.0,7.124751153105327
2965,50.0,1000.0,0.0075,7.625,1.0,12.924943118378334
2966,50.0,1000.0,0.0075,7.625,2.0,14.374293473581531
2967,50.0,1000.0,0.0075,7.625,3.0,10.460541500008917
2968,50.0,1000.0,0.0075,7.625,4.0,13.753981978252918
2969,50.0,1000.0,0.0075,7.625,5.0,8.27156119037919
2970,50.0,1000.0,0.0075,10.0,1.0,8.02941226685528
2971,50.0,1000.0,0.0075,10.0,2.0,23.153835823305105
2972,50.0,1000.0,0.0075,10.0,3.0,8.587359589691943
2973,50.0,1000.0,0.0075,10.0,4.0,7.8614755231984805
2974,50.0,1000.0,0.0075,10.0,5.0,10.136760811969417
2975,50.0,1000.0,0.01,0.5,1.0,9.838808811068372
2976,50.0,1000.0,0.01,0.5,2.0,5.113878591213096
2977,50.0,1000.0,0.01,0.5,3.0,6.711119919939778
2978,50.0,1000.0,0.01,0.5,4.0,6.349811744373742
2979,50.0,1000.0,0.01,0.5,5.0,4.555390887996543
2980,50.0,1000.0,0.01,2.875,1.0,12.59748559973777
2981,50.0,1000.0,0.01,2.875,2.0,12.08092163452255
2982,50.0,1000.0,0.01,2.875,3.0,10.625002358183607
2983,50.0,1000.0,0.01,2.875,4.0,10.850794125530214
2984,50.0,1000.0,0.01,2.875,5.0,12.075405814831658
2985,50.0,1000.0,0.01,5.25,1.0,6.5368739430443314
2986,50.0,1000.0,0.01,5.25,2.0,7.584801249013692
2987,50.0,1000.0,0.01,5.25,3.0,10.413994890120893
2988,50.0,1000.0,0.01,5.25,4.0,7.184488109377156
2989,50.0,1000.0,0.01,5.25,5.0,11.461090145301476
2990,50.0,1000.0,0.01,7.625,1.0,9.713971708644388
2991,50.0,1000.0,0.01,7.625,2.0,15.226833602682452
2992,50.0,1000.0,0.01,7.625,3.0,12.93691790248881
2993,50.0,1000.0,0.01,7.625,4.0,8.87110884969779
2994,50.0,1000.0,0.01,7.625,5.0,9.234066714069543
2995,50.0,1000.0,0.01,10.0,1.0,17.43983310926371
2996,50.0,1000.0,0.01,10.0,2.0,9.746497562786145
2997,50.0,1000.0,0.01,10.0,3.0,12.162749836112724
2998,50.0,1000.0,0.01,10.0,4.0,7.281388934390554
2999,50.0,1000.0,0.01,10.0,5.0,6.462208134155945
3000,50.0,10000.0,0.0,0.5,1.0,3.4734576625419167
3001,50.0,10000.0,0.0,0.5,2.0,10.136642327260601
3002,50.0,10000.0,0.0,0.5,3.0,5.264118915850165
3003,50.0,10000.0,0.0,0.5,4.0,3.292668084355691
3004,50.0,10000.0,0.0,0.5,5.0,4.930659030795804
3005,50.0,10000.0,0.0,2.875,1.0,11.054426724553794
3006,50.0,10000.0,0.0,2.875,2.0,22.87268029193317
3007,50.0,10000.0,0.0,2.875,3.0,7.306295422915357
3008,50.0,10000.0,0.0,2.875,4.0,10.71729756203261
3009,50.0,10000.0,0.0,2.875,5.0,11.701720148117262
3010,50.0,10000.0,0.0,5.25,1.0,16.071666852645965
3011,50.0,10000.0,0.0,5.25,2.0,7.55231362013014
3012,50.0,10000.0,0.0,5.25,3.0,9.686874546895696
3013,50.0,10000.0,0.0,5.25,4.0,8.344432085503735
3014,50.0,10000.0,0.0,5.25,5.0,5.322963987100783
3015,50.0,10000.0,0.0,7.625,1.0,7.47480831795753
3016,50.0,10000.0,0.0,7.625,2.0,10.837335708730079
3017,50.0,10000.0,0.0,7.625,3.0,7.215394689670359
3018,50.0,10000.0,0.0,7.625,4.0,11.880303323895593
3019,50.0,10000.0,0.0,7.625,5.0,14.128007398741712
3020,50.0,10000.0,0.0,10.0,1.0,14.690598807353538
3021,50.0,10000.0,0.0,10.0,2.0,14.860919817952913
3022,50.0,10000.0,0.0,10.0,3.0,12.814768259997043
3023,50.0,10000.0,0.0,10.0,4.0,8.419441156108174
3024,50.0,10000.0,0.0,10.0,5.0,13.812361335619977
3025,50.0,10000.0,0.0025,0.5,1.0,6.432254072058353
3026,50.0,10000.0,0.0025,0.5,2.0,7.27032562744232
3027,50.0,10000.0,0.0025,0.5,3.0,6.352998022695614
3028,50.0,10000.0,0.0025,0.5,4.0,5.242611625127081
3029,50.0,10000.0,0.0025,0.5,5.0,7.38397376299752
3030,50.0,10000.0,0.0025,2.875,1.0,22.352993150362543
3031,50.0,10000.0,0.0025,2.875,2.0,10.072528042962851
3032,50.0,10000.0,0.0025,2.875,3.0,10.757266372243084
3033,50.0,10000.0,0.0025,2.875,4.0,10.954688931979291
3034,50.0,10000.0,0.0025,2.875,5.0,7.274576962010879
3035,50.0,10000.0,0.0025,5.25,1.0,10.980884253653723
3036,50.0,10000.0,0.0025,5.25,2.0,12.91894972311493
3037,50.0,10000.0,0.0025,5.25,3.0,10.7300729054524
3038,50.0,10000.0,0.0025,5.25,4.0,12.188992637478046
3039,50.0,10000.0,0.0025,5.25,5.0,10.746944064768911
3040,50.0,10000.0,0.0025,7.625,1.0,5.611570852696135
3041,50.0,10000.0,0.0025,7.625,2.0,9.045644703605134
3042,50.0,10000.0,0.0025,7.625,3.0,10.357120117942241
3043,50.0,10000.0,0.0025,7.625,4.0,7.24897700576557
3044,50.0,10000.0,0.0025,7.625,5.0,12.69496583500747
3045,50.0,10000.0,0.0025,10.0,1.0,11.804522650976086
3046,50.0,10000.0,0.0025,10.0,2.0,7.5365622166119195
3047,50.0,10000.0,0.0025,10.0,3.0,6.015592741848118
3048,50.0,10000.0,0.0025,10.0,4.0,9.836227246548138
3049,50.0,10000.0,0.0025,10.0,5.0,7.887964793320644
3050,50.0,10000.0,0.005,0.5,1.0,3.891773011668564
3051,50.0,10000.0,0.005,0.5,2.0,6.895123272309489
3052,50.0,10000.0,0.005,0.5,3.0,7.164295072017936
3053,50.0,10000.0,0.005,0.5,4.0,6.008040193702162
3054,50.0,10000.0,0.005,0.5,5.0,4.659317054480046
3055,50.0,10000.0,0.005,2.875,1.0,8.666652316002374
3056,50.0,10000.0,0.005,2.875,2.0,10.850468480554124
3057,50.0,10000.0,0.005,2.875,3.0,12.185675091367859
3058,50.0,10000.0,0.005,2.875,4.0,6.842155862271385
3059,50.0,10000.0,0.005,2.875,5.0,14.286355993326342
3060,50.0,10000.0,0.005,5.25,1.0,10.871717528166222
3061,50.0,10000.0,0.005,5.25,2.0,11.438747611529049
3062,50.0,10000.0,0.005,5.25,3.0,11.434701405299563
3063,50.0,10000.0,0.005,5.25,4.0,9.431806001121423
3064,50.0,10000.0,0.005,5.25,5.0,12.074049416298356
3065,50.0,10000.0,0.005,7.625,1.0,13.272019127621448
3066,50.0,10000.0,0.005,7.625,2.0,21.256481636249585
3067,50.0,10000.0,0.005,7.625,3.0,15.594942438249586
3068,50.0,10000.0,0.005,7.625,4.0,6.214056497215023
3069,50.0,10000.0,0.005,7.625,5.0,9.935994621427081
3070,50.0,10000.0,0.005,10.0,1.0,5.813616451596181
3071,50.0,10000.0,0.005,10.0,2.0,12.067939535915778
3072,50.0,10000.0,0.005,10.0,3.0,11.327201879999667
3073,50.0,10000.0,0.005,10.0,4.0,13.939013269729358
3074,50.0,10000.0,0.005,10.0,5.0,13.157373980579063
3075,50.0,10000.0,0.0075,0.5,1.0,8.424063139299516
3076,50.0,10000.0,0.0075,0.5,2.0,6.746859534192593
3077,50.0,10000.0,0.0075,0.5,3.0,5.910789763104274
3078,50.0,10000.0,0.0075,0.5,4.0,4.697972674131469
3079,50.0,10000.0,0.0075,0.5,5.0,4.2199395857348145
3080,50.0,10000.0,0.0075,2.875,1.0,18.728892899775076
3081,50.0,10000.0,0.0075,2.875,2.0,12.454572556743118
3082,50.0,10000.0,0.0075,2.875,3.0,7.558167839500854
3083,50.0,10000.0,0.0075,2.875,4.0,9.142490482119623
